word	sound
kosher	ˈkəʊʃə
admirers	ədˈmaɪərəz
rug	rʌɡ
Rates	reɪts
Protest	prəˈtest
Ayers	ˈaɪəz
paused	pɔːzd
ROM	rɒm
complicate	ˈkɒmplɪkeɪt
instantaneous	ˌɪnstənˈteɪnɪəs
Tunis	ˈtjuːnɪs
southbound	ˈsaʊθbaʊnd
antidepressants	ˌæntɪdɪˈpresnts
Horowitz	ˈhɔːrəˌwɪts
mansions	ˈmænʃ(ə)nz
ridden	ˈrɪd(ə)n
Sumner	ˈsəmnə
emergent	ɪˈmɜːdʒ(ə)nt
Pegasus	ˈpeɡəsəs
barbarians	bɑːˈbeərɪənz
Vauxhall	ˈvɑːksˌhɒl
orchards	ˈɔːtʃədz
steered	stɪəd
Copeland	ˈkɒplənd
scrolling	ˈskrəʊlɪŋ
farmed	fɑːmd
Bragg	bræɡ
Dairy	ˈdeərɪ
importers	ɪmˈpɔːtəz
porous	ˈpɔːrəs
monastic	məˈnæstɪk
skier	ˈskiːə
recovers	rɪˈkʌvəz
colloquial	kəˈləʊkwɪəl
Bye	baɪ
solidly	ˈsɒlɪdlɪ
generalizations	ˌdʒen(ə)rəlaɪˈzeɪʃ(ə)nz
enlightening	ɪnˈlaɪt(ə)nɪŋ
Siena	ˈsiːnə
Survivors	səˈvaɪvəz
Limit	ˈlɪmɪt
analogies	əˈnælədʒɪz
northbound	ˈnɔːθbaʊnd
Cube	kjuːb
rationing	ˈræʃ(ə)nɪŋ
plugin	ˈpləˌɡɪn
mug	mʌɡ
calculates	ˈkælkjʊleɪts
rink	rɪŋk
Milosevic	ˌmɪˈlɒsəvɪk
intermediaries	ˌɪntəˈmiːdɪərɪz
Manu	ˈmænjuː
Structural	ˈstrʌktʃ(ə)r(ə)l
Instructor	ɪnˈstrʌktə
thanking	ˈθæŋkɪŋ
Ordinance	ˈɔːdɪnəns
Ursula	ˈɜːsjʊlə
Dino	ˈdiːnəʊ
sprayed	spreɪd
tighten	ˈtaɪt(ə)n
brace	breɪs
derailed	dɪˈreɪld
Yin	ɪn
drawer	drɔː
migrations	maɪˈɡreɪʃ(ə)nz
handwritten	ˌhændˈrɪt(ə)n
atrocity	əˈtrɒsətɪ
spoof	spuːf
Warfare	ˈwɔːfeə
flimsy	ˈflɪmzɪ
iPads	ˈɪpædz
clinched	klɪntʃt
Maduro	məˈdjʊ(ə)rəʊ
chairperson	ˈtʃeəpɜːs(ə)n
clique	kliːk
itinerary	aɪˈtɪn(ə)r(ə)rɪ
vents	vents
MCA	məˈkə
disinformation	ˌdɪsˌɪnfəˈmeɪʃ(ə)n
petitioner	pɪˈtɪʃnə
lunchtime	ˈlʌntʃtaɪm
golfers	ˈɡɒlfəz
libertarians	ˌlɪbəˈteərɪənz
Macbeth	məkˈbeθ
baroque	bəˈrɒk
Hurt	hɜːt
lacrosse	ləˈkrɒs
subcategory	sʌbˈkætəɡ(ə)rɪ
loyalist	ˈlɔɪəlɪst
flop	flɒp
POVs	pɒfs
Funeral	ˈfjuːn(ə)rəl
transistor	trænˈzɪstə
mutilation	ˌmjuːtɪˈleɪʃ(ə)n
ephemeral	ɪˈfem(ə)r(ə)l
Grossman	ˈɡrɒsmən
Slovene	ˈsləʊviːn
Wight	waɪt
Austen	ˈɒstən
Tajik	ˈtɑːdʒɪk
amassed	əˈmæst
fuller	ˈfʊlə
Winfrey	ˈwɪnfrɪ
downsizing	ˈdaʊnsaɪzɪŋ
Syriac	ˈsɪrɪæk
unattractive	ˌʌnəˈtræktɪv
Deadly	ˈdedlɪ
biking	ˈbaɪkɪŋ
GOD	ɡɒd
cette	set
piston	ˈpɪstən
sizeable	ˈsaɪzəb(ə)l
nuances	ˈnjuːɑːnsɪz
programmatic	ˌprəʊɡrəˈmætɪk
ape	eɪp
Nationalists	ˈnæʃnəlɪsts
che	tʃə
hardworking	hɑːdˈwɜːkɪŋ
blight	blaɪt
Alt	ælt
Endeavour	ɪnˈdevə
retrieving	rɪˈtriːvɪŋ
DuPont	ˈduːpɑːnt
Christoph	ˈkrɪstɒf
maple	ˈmeɪp(ə)l
Rosberg	ˈrɑːsbəɡ
payers	ˈpeɪəz
stocking	ˈstɒkɪŋ
conceding	kənˈsiːdɪŋ
conceive	kənˈsiːv
wander	ˈwɒndə
chilled	tʃɪld
Battles	ˈbæt(ə)lz
Georgians	ˈdʒɔːdʒjənz
prophetic	prəˈfetɪk
anthropological	ˌænθrəʊpɒˈlɒdʒɪk(ə)l
relocating	ˌriːləʊˈkeɪtɪŋ
Routledge	ˈraʊtledʒ
backpack	ˈbækpæk
genomes	ˈdʒiːnəʊmz
DDT	ˌdiːˌdiːˈtiː
Descartes	deˈkɑːt
Acid	ˈæsɪd
Supplement	ˈsʌplɪment
HBOS	bɒz
halved	hɑːvd
immunization	ˌɪmjʊnaɪˈzeɪʃ(ə)n
Opportunities	ˌɒpəˈtjuːnɪtɪz
milieu	ˈmiːljɜː
Gladys	ˈɡlædɪs
cum	kəm
defensively	dɪˈfensɪvlɪ
workings	ˈwɜːkɪŋz
brevity	ˈbrevɪtɪ
Tragedy	ˈtrædʒədɪ
servicemen	ˈsɜːvɪsmen
Amish	ˈɑːmɪʃ
Dancer	ˈdɑːnsə
Hester	ˈhestə
herbal	ˈhɜːb(ə)l
barricades	ˌbærɪˈkeɪdz
psychoanalysis	ˌsaɪkəʊəˈnæləsɪs
maximal	ˈmæksɪm(ə)l
marvelous	ˈmɑːv(ə)ləs
eugenics	juːˈdʒenɪks
relapse	rɪˈlæps
perpetrated	ˈpɜːpɪtreɪtɪd
Accord	əˈkɔːd
Allow	əˈlaʊ
suitcase	ˈsuːtkeɪs
institutionalized	ˌɪnstɪˈtjuːʃənəlaɪzd
punters	ˈpʌntəz
soloist	ˈsəʊləʊɪst
mortars	ˈmɔːtəz
gorilla	ɡəˈrɪlə
ingenious	ɪnˈdʒiːnɪəs
scarf	skɑːf
Pontiac	ˈpɑːntɪˌæk
Feng	fəŋ
roundabout	ˈraʊndəˌbaʊt
Coulter	ˈkəʊltə
hauling	ˈhɔːlɪŋ
bob	bɒb
footprints	ˈfʊtprɪnts
injustices	ɪnˈdʒʌstɪsɪz
Yves	iːv
foundational	faʊnˈdeɪʃənəl
defying	dɪˈfaɪɪŋ
diabetic	ˌdaɪəˈbetɪk
promulgated	ˈprɒməlɡeɪtɪd
schism	ˈskɪzəm
categorically	ˌkætɪˈɡɒrɪk(ə)lɪ
cronies	ˈkrəʊnɪz
Ennis	ˈeˌnɪs
Halle	ˈhælɪ
rustic	ˈrʌstɪk
breakout	ˈbreɪkaʊt
constituting	ˈkɒnstɪtjuːtɪŋ
decorating	ˈdekəreɪtɪŋ
Penelope	pəˈneləpɪ
Passing	ˈpɑːsɪŋ
MAN	mæn
weave	wiːv
CorenSearchBot	ˈkɔːrənziːtʃbət
Aids	eɪdz
wholesome	ˈhəʊls(ə)m
standout	ˈstænˌdɑːwt
increments	ˈɪnkrəmənts
reps	reps
italian	ɪˈtæljən
coincidentally	kəʊˌɪnsɪˈdent(ə)lɪ
hauled	hɔːld
patriarchal	ˌpeɪtrɪˈɑːk(ə)l
rectangle	ˈrektæŋɡ(ə)l
Twain	tweɪn
subtlety	ˈsʌtltɪ
Daimler	ˈdeɪmlə
refinancing	ˌriːˈfaɪnænsɪŋ
sympathies	ˈsɪmpəθɪz
Tall	tɔːl
Gotham	ˈɡɑːθəm
deductible	dɪˈdʌktəb(ə)l
wacky	ˈwækɪ
Sharia	ˈʃerɪə
CBA	kbə
startups	ˈstɑːˌtəps
Polytechnic	ˌpɒlɪˈteknɪk
Replace	rɪˈpleɪs
Regency	ˈriːdʒ(ə)nsɪ
instructive	ɪnˈstrʌktɪv
Winters	ˈwɪntəz
Sarawak	səˈrɑːwæk
Cochran	ˈkɑːkrən
Protein	ˈprəʊtiːn
thumbnail	ˈθʌmneɪl
instructing	ɪnˈstrʌktɪŋ
Wentworth	ˈwenˈtwɜːθ
principled	ˈprɪnsəp(ə)ld
Damage	ˈdæmɪdʒ
Formal	ˈfɔːm(ə)l
Andres	ˈɑːndrez
Traditionally	trəˈdɪʃənəlɪ
kicker	ˈkɪkə
polity	ˈpɒlɪtɪ
customization	ˌkəstəm(a)ɪˈzeɪʃ(ə)n
OED	ˌəʊˌiːˈdiː
sided	ˈsaɪdɪd
Himalayan	ˌhɪməˈleɪən
lineages	ˈlɪnɪɪdʒɪz
Gmail	ɡmeɪl
Cow	kaʊ
ineligible	ɪnˈelɪdʒəb(ə)l
Sparrow	ˈspærəʊ
Communion	kəˈmjuːnɪən
Modeling	ˈmɒd(ə)lɪŋ
protectionism	prəˈtekʃənɪzəm
depictions	dɪˈpɪkʃ(ə)nz
leaflet	ˈliːflɪt
Rye	raɪ
Billie	ˈbɪlɪ
handguns	ˈhændɡʌnz
bondholders	ˈbɑːndˌhɒldəz
Zara	ˈzærə
exert	ɪɡˈzɜːt
meteorology	ˌmiːtɪ(ə)ˈrɒlədʒɪ
Mavericks	ˈmævərɪks
Kazan	kəˈzæn
Cognitive	ˈkɒɡnətɪv
abolishing	əˈbɒlɪʃɪŋ
Barracks	ˈbærəks
Sevilla	səˈviːljə
Savings	ˈseɪvɪŋz
coinage	ˈkɔɪnɪdʒ
regularity	ˌreɡjʊˈlærɪtɪ
habitual	həˈbɪtʃʊəl
Basilica	bəˈzɪlɪkə
villas	ˈvɪləz
distorting	dɪˈstɔːtɪŋ
dissenting	dɪˈsentɪŋ
polluting	pəˈluːtɪŋ
kidnappings	ˈkɪdnæpɪŋz
antiquated	ˈæntɪkweɪtɪd
Barrie	ˈbærɪ
medalist	ˈmedəlɪst
meteorological	ˌmiːtjərəˈlɒdʒɪk(ə)l
Empty	ˈemptɪ
craving	ˈkreɪvɪŋ
moods	muːdz
primate	ˈpraɪmeɪt
loft	lɒft
assaulting	əˈsɔːltɪŋ
remedial	rɪˈmiːdɪəl
Federico	fedəˈriːkəʊ
unneeded	ənˈniːdəd
flaming	ˈfleɪmɪŋ
designating	ˈdezɪɡneɪtɪŋ
Tip	tɪp
articulation	ɑːˌtɪkjʊˈleɪʃ(ə)n
Votes	vəʊts
denounce	dɪˈnaʊns
starve	stɑːv
homeowner	ˈhəʊməʊnə
Exclusive	ɪkˈskluːsɪv
Dolan	ˈdɒlən
hemp	hemp
solicit	səˈlɪsɪt
Nets	nets
uproar	ˈʌprɔː
nurtured	ˈnɜːtʃəd
Deloitte	dəˈlɔɪt
homicides	ˈhɒmɪsaɪdz
Consultants	kənˈsʌltənts
pluralism	ˈplʊərəlɪzəm
Rough	rʌf
Evergreen	ˈevəɡriːn
Monarchy	ˈmɒnəkɪ
Bourbon	ˈbɜːbən
Zelaya	zeˈlaɪə
Somaliland	səˈmɑːlɪlənd
lifeboat	ˈlaɪfbəʊt
libelous	ˈlaɪbələs
Jeter	ˈdʒiːtə
skyscraper	ˈskaɪskreɪpə
pops	pɒps
bystanders	ˈbaɪstændəz
Ant	ænt
FS	efs
Cosmic	ˈkɒzmɪk
Augsburg	ˈaʊɡzbɜːɡ
recourse	rɪˈkɔːs
indian	ˈɪndɪən
beatings	ˈbiːtɪŋz
synagogues	ˈsɪnəɡɒɡz
deformed	dɪˈfɔːmd
wikipedian	ˌwɪkɪˈpiːdɪən
Oops	ˌəʊeɪˈpiːz
wealthier	ˈwelθɪə
fixation	fɪkˈseɪʃ(ə)n
HOW	haʊ
prism	ˈprɪzəm
moron	ˈmɔːrɒn
masculinity	ˌmæskjʊˈlɪnɪtɪ
Elmer	ˈelmə
Harmon	ˈhɑːmən
PKK	pkk
pretext	ˈpriːtekst
Baronet	ˈbærənɪt
refurbishment	ˌriːˈfɜːbɪʃmənt
originates	əˈrɪdʒəneɪts
Whose	huːz
immersion	ɪˈmɜːʃ(ə)n
Bloomington	ˈbluːmɪŋtən
Elsa	ˈelsə
Larkin	ˈlɑːˌkɪn
Firefighters	ˈfaɪəfaɪtəz
Maloney	məˈləʊnɪ
Activists	ˈæktɪvɪsts
Wins	wɪnz
privatised	ˈpraɪvətaɪzd
Serie	zəˈriː
Outer	ˈaʊtə
Dole	dəʊl
alphabetically	ˌælfəˈbetɪk(ə)lɪ
zoos	zuːz
hawk	hɔːk
Chesterfield	ˈtʃestəfiːld
snapping	ˈsnæpɪŋ
Det	det
Kepler	ˈkeplə
Palau	ˈpælaʊ
Pharmaceuticals	ˌfɑːməˈsuːtɪk(ə)lz
Reverse	rɪˈvɜːs
inhibits	ɪnˈhɪbɪts
Hunters	ˈhʌntəz
Alf	ælf
Masonic	məˈsɒnɪk
Wellesley	ˈwelzlɪ
overboard	ˈəʊvəbɔːd
disciple	dɪˈsaɪp(ə)l
overkill	ˈəʊvəkɪl
soundtracks	ˈsaʊndtræks
Copa	ˈkɒpə
Mapping	ˈmæpɪŋ
excursion	ɪkˈskɜːʃ(ə)n
microbiology	ˌmaɪkrəʊbaɪˈɒlədʒɪ
Nan	næn
msg	mzɡ
twilight	ˈtwaɪlaɪt
GAR	ɡɑː
disparities	dɪˈspærɪtɪz
Kendrick	ˈkendrɪk
Qi	tʃɪ
Lillian	ˈlɪlɪən
electives	əˈlektɪvz
satisfactorily	ˌsætɪsˈfæktərɪlɪ
backups	ˈbækʌps
smuggled	ˈsmʌɡ(ə)ld
Crouch	kraʊtʃ
intelligently	ɪnˈtelɪdʒəntlɪ
Excirial	ˈeksɪrɪəl
drumming	ˈdrʌmɪŋ
underworld	ˈʌndəwɜːld
boulders	ˈbəʊldəz
tolls	təʊlz
watts	wɒts
predicament	prɪˈdɪkəmənt
grandeur	ˈɡrændʒə
Steinberg	ˈstaɪnbəɡ
Hogg	hɒɡɡ
Lover	ˈlʌvə
Lynx	lɪŋks
scepticism	ˈskeptɪsɪzəm
uninterrupted	ˌʌnɪntəˈrʌptɪd
Hesse	hes
shaved	ʃeɪvd
Talmud	ˈtælmʊd
Silly	ˈsɪlɪ
guesses	ˈɡesɪz
attrition	əˈtrɪʃ(ə)n
FFA	fə
motel	məʊˈtel
overrun	ˌəʊvəˈrʌn
fr	ˈfɑːðə
coronation	ˌkɒrəˈneɪʃ(ə)n
redistricting	rɪˈdɪstrɪktɪŋ
Profit	ˈprɒfɪt
destined	ˈdestɪnd
patriots	ˈpætrɪəts
Acoustic	əˈkuːstɪk
onshore	ˈɒnʃɔː
LB	paʊnd
cubes	kjuːbz
Oversight	ˈəʊvəsaɪt
dives	daɪvz
Ptolemy	ˈtɑːləmɪ
Ernesto	əˈnestəʊ
Gathering	ˈɡæð(ə)rɪŋ
Rhine	raɪn
RAAF	rɑːf
protector	prəˈtektə
macroeconomic	ˌmækrəʊˌiːkəˈnɒmɪks
CBI	kbɪ
Grimm	ɡrɪmm
unusable	ˌʌnˈjuːzəb(ə)l
Preview	ˈpriːvjuː
nu	njuː
weakly	ˈwiːklɪ
Silesia	səˈliːzə
Explain	ɪkˈspleɪn
panda	ˈpændə
craze	kreɪz
ultraviolet	ˌʌltrəˈvaɪələt
Mera	ˈm(ə)rə
pyramids	ˈpɪrəmɪdz
Homestead	ˈhəʊmsted
inlet	ˈɪnlet
peptides	ˈpeptaɪdz
Eurozone	ˌjʊ(ə)rˈəʊzəʊn
shines	ʃaɪnz
Badger	ˈbædʒə
Salman	ˈsæmən
Erika	ˈerɪkə
Types	taɪps
Helmand	ˈhelmənd
PDA	pdə
Pension	ˈpenʃ(ə)n
substandard	ˌsʌbˈstændəd
complainant	kəmˈpleɪnənt
potency	ˈpəʊt(ə)nsɪ
dignitaries	ˈdɪɡnɪtərɪz
spreadsheets	ˈspredʃiːts
polo	ˈpəʊləʊ
Giggs	ɡɪɡz
Thankfully	ˈθæŋkfəlɪ
Meadow	ˈmedəʊ
Metz	mets
Enfield	ˈenfiːld
AMS	æmz
knocks	nɒks
Feed	fiːd
homestead	ˈhəʊmsted
monograph	ˈmɒnəɡrɑːf
Hines	haɪnz
shoddy	ˈʃɒdɪ
Lazio	ˈleɪzɪəʊ
thankful	ˈθæŋkfəl
apoptosis	ˌæpɒpˈtəʊsɪs
semiconductors	ˌsemɪkənˈdʌktəz
debunked	diːˈbʌŋkt
greet	ɡriːt
desserts	dɪˈzɜːts
japanese	ˌdʒæp(ə)ˈniːz
Pleasant	pleznt
sleepy	ˈsliːpɪ
Charley	ˈtʃɑːlɪ
salsa	ˈsælsə
Godzilla	ˌɡɑːdˈzɪlə
Centres	ˈsentəz
Fridays	ˈfraɪdeɪz
freezes	ˈfriːzɪz
ISA	ˈiːsə
hypocrites	ˈhɪpəkrɪts
hog	hɒɡ
Colors	ˈkʌləz
raiding	ˈreɪdɪŋ
ARC	ɑːk
piled	paɪld
Variations	ˌveərɪˈeɪʃ(ə)nz
cautions	ˈkɔːʃ(ə)nz
Neumann	ˈnuːmən
Mare	meə
jerseys	ˈdʒɜːzɪz
Panic	ˈpænɪk
telecoms	ˌtelɪkəˌmjuːnɪˈkeɪʃ(ə)nz
matured	məˈtjʊəd
Recorded	rɪˈkɔːdɪd
Levels	ˈlev(ə)lz
spectator	spekˈteɪtə
apocalyptic	əˌpɒkəˈlɪptɪk
postpone	pəˈspəʊn
Catalina	ˌkætəˈliːnə
stride	straɪd
revisionist	rɪˈvɪʒ(ə)nɪst
Clown	klaʊn
girlfriends	ˈɡɜːlfrendz
Alongside	əˌlɒŋˈsaɪd
CCD	kkd
delinquent	dɪˈlɪŋkwənt
Lunch	lʌntʃ
diligently	ˈdɪlɪdʒəntlɪ
commenter	ˈkɑːmentə
Stonehenge	ˈstəʊnˌhendʒ
Erickson	ˈerɪksən
peg	peɡ
brainwashed	ˈbreɪnwɒʃt
Waltz	wɔːls
tyre	ˈtaɪə
imbalances	ˌɪmˈbælənsɪz
decaying	dɪˈkeɪɪŋ
heartfelt	ˈhɑːtfelt
audible	ˈɔːdəb(ə)l
nearing	ˈnɪərɪŋ
minimized	ˈmɪnɪmaɪzd
rations	ˈræʃ(ə)nz
reparations	ˌrepəˈreɪʃ(ə)nz
handmade	hændˈmeɪd
choral	ˈkɔːr(ə)l
Vidal	vaɪˈdæl
Concrete	ˈkɒŋkriːt
diminishes	dɪˈmɪnɪʃɪz
Capitals	ˈkæpɪtəlz
Barclay	ˈbɑːklɪ
Wet	wet
Dress	dres
pricey	ˈpraɪsɪ
cinematography	ˌsɪnəməˈtɒɡrəfɪ
Haha	ˈhɑːhɑː
Accordingly	əˈkɔːdɪŋlɪ
directional	dɪˈrekʃ(ə)nəl
doctrinal	dɒkˈtraɪn(ə)l
Lacey	ˈleɪsɪ
Apartheid	əˈpɑːtheɪt
moss	mɒs
ancillary	ænˈsɪlərɪ
Veracruz	ˌverəˈkruːz
Maiden	ˈmeɪd(ə)n
bioinformatics	ˌbaɪəʊˌɪnfəˈmætɪks
Uefa	ˈʊfə
Carmichael	ˈkɑːˌmaɪkəl
Humboldt	ˈhəmˌbɒlt
preventative	prɪˈventətɪv
libertarianism	ˌlɪbəˈterɪənɪzəm
Owners	ˈəʊnəz
Inspection	ɪnˈspekʃ(ə)n
stylized	ˈstaɪəlaɪzd
wannabe	ˈwɑːnəˌbɪ
sync	sɪŋk
baton	ˈbæt(ə)n
juices	ˈdʒuːsɪz
McCall	məˈkɒl
precursors	ˌpriːˈkɜːsəz
Biographies	baɪˈɒɡrəfɪz
onlookers	ˈɒnlʊkəz
Inglis	ˈɪŋˌɡlɪs
nonfiction	nɒnˈfɪkʃ(ə)n
robe	rəʊb
SBC	sbk
allocating	ˈæləkeɪtɪŋ
minimally	ˈmɪnɪməlɪ
pearl	pɜːl
subordinates	səˈbɔːdɪneɪts
dei	ˈdeɪiː
spaceship	ˈspeɪsʃɪp
Cymru	ˈsɪmruː
reincarnation	ˌriːɪnkɑːˈneɪʃ(ə)n
Hui	hʊˈeɪ
islam	ˈɪzlɑːm
Soto	ˈsɒtəʊ
emphasise	ˈemfəsaɪz
destitute	ˈdestɪtjuːt
Mainz	meɪnts
PCR	pkr
blasphemy	ˈblæsfəmɪ
climatic	klaɪˈmætɪk
raft	rɑːft
harshly	ˈhɑːʃlɪ
enactment	ɪˈnæktmənt
parse	pɑːz
boxers	ˈbɒksəz
stipulated	ˈstɪpjʊleɪtɪd
jammed	dʒæmd
Pickering	ˈpɪkərɪŋ
Ava	ˈeɪvə
taping	ˈteɪpɪŋ
forested	ˈfɒrɪstɪd
striving	ˈstraɪvɪŋ
restores	rɪˈstɔːz
Pew	pjuː
pensioner	ˈpenʃnə
epistemology	ɪˌpɪstəˈmɒlədʒɪ
NPS	ns
Verdi	ˈveədɪ
dependable	dɪˈpendəb(ə)l
Duane	dweɪn
cosmopolitan	ˌkɒzməˈpɒlɪt(ə)n
tilted	ˈtɪltɪd
adjustable	əˈdʒʌstəb(ə)l
Accreditation	əˌkredɪˈteɪʃ(ə)n
Kristin	ˈkrɪˌstɪn
Singaporean	ˌsɪŋəˈpɔːrɪən
antigen	ˈæntɪdʒən
drip	drɪp
Ari	ˈɑːɪ
dyslexia	dɪsˈleksɪə
instinctively	ɪnˈstɪŋktɪvlɪ
patio	ˈpætɪəʊ
Faust	faʊst
Fremont	ˈfriːmɑːnt
Benn	ben
surfers	ˈsɜːfəz
po	ˈpiːəʊ
XL	ˈfɔːtɪ
sludge	slʌdʒ
outings	ˈaʊtɪŋz
insurrection	ˌɪnsəˈrekʃ(ə)n
underscore	ˌʌndəˈskɔː
fanatical	fəˈnætɪk(ə)l
HTC	htk
cider	ˈsaɪdə
Futures	ˈfjuːtʃəz
Granted	ˈɡrɑːntɪd
Scalia	ˈskɑːlɪə
fad	fæd
NRA	nrə
McLeod	məˈklaʊd
Priscilla	prɪˈsɪlə
bearded	ˈbɪədɪd
dotted	ˈdɒtɪd
aquifer	ˈækwɪfə
Ponce	pɒns
enacting	ɪˈnæktɪŋ
squared	skweəd
Marguerite	ˌmɑːɡ(ə)ˈriːt
Emery	ˈem(ə)rɪ
Taxi	ˈtæksɪ
jewel	ˈdʒuːəl
delusions	dɪˈluːʒ(ə)nz
Nepali	nɪˈpɔːlɪ
Paragraph	ˈpærəɡrɑːf
consumerism	kənˈsjuːmərɪzəm
denominator	dɪˈnɒmɪneɪtə
Nicholls	ˈnɪkəlz
thefts	θefts
Tallinn	ˈtælɪn
afflicted	əˈflɪktɪd
Continued	kənˈtɪnjuːd
Lesley	ˈlezlɪ
polynomials	ˌpɒlɪˈnəʊmɪəlz
Provisional	prəˈvɪʒən(ə)l
discourses	ˈdɪskɔːsɪz
Disclosure	dɪsˈkləʊʒə
Lau	laʊ
genomics	ˌdʒiːˈnɑːmɪks
Airfield	ˈeəfiːld
subsidised	səbˈsaɪdaɪzd
tangled	ˈtæŋɡ(ə)ld
UB	ʌb
exporter	ɪkˈspɔːtə
pulpit	ˈpʊlpɪt
torment	tɔːˈment
Coordination	ˌkəʊˌɔːdɪnˈeɪʃ(ə)n
CNS	kns
Oshwah	ˈɒʃwɑː
manifested	ˈmænɪfestɪd
stereotyping	ˈsterɪətaɪpɪŋ
ACLU	əˈkluː
Lumpur	ˌləmˈpʊə
Occasionally	əˈkeɪʒ(ə)n(ə)lɪ
reusable	ˌriːˈjuːzəb(ə)l
PV	pv
hardy	ˈhɑːdɪ
baffled	ˈbæf(ə)ld
braces	ˈbreɪsɪz
Arroyo	əˈrɔɪəʊ
fandom	ˈfændəm
Kapoor	kəˈpuː
crossroads	ˈkrɒsrəʊdz
inexplicably	ˌɪnɪkˈsplɪkəb(ə)lɪ
Gorman	ˈɡɔːmən
Catalogue	ˈkæt(ə)lɒɡ
staggered	ˈstæɡəd
userpages	ˈjuːzəpɪdʒɪz
Wanda	ˈwɑːndə
CIF	sɪf
Inflation	ɪnˈfleɪʃ(ə)n
buff	bʌf
disperse	dɪˈspɜːs
vigor	ˈvɪɡə
dismantle	dɪsˈmænt(ə)l
ALS	ælz
forecasters	ˈfɔːkɑːstəz
lowly	ˈləʊlɪ
pursues	pəˈsjuːz
Goods	ɡʊdz
silliness	ˈsɪlɪnəs
Burr	bɜː
Bias	ˈbaɪəs
Ranking	ˈræŋkɪŋ
vaginal	vəˈdʒaɪn(ə)l
Sant	sænt
Tale	teɪl
overshadowed	ˌəʊvəˈʃædəʊd
heater	ˈhiːtə
Zuckerberg	ˈzəkɜːbəɡ
retroactively	ˌretrəʊˈæktɪvlɪ
Flags	flæɡz
Montpellier	mɑːntˈpelɪə
apologists	əˈpɒlədʒɪsts
Element	ˈelɪmənt
Croft	krɒft
flawless	ˈflɔːlɪs
Yunnan	ˈjuːˈnæn
luminous	ˈluːmɪnəs
kanji	ˈkændʒɪ
uplift	ˌʌpˈlɪft
spurs	spɜːz
Haryana	hʌˈrjɑːnə
Chopra	ˈtʃɑːprə
goverment	ˌɡəˈvɜːmənt
Lucifer	ˈluːsɪfə
quieter	ˈkwaɪətə
firmware	ˈfɜːmweə
Sherry	ˈʃerɪ
hypertext	ˈhaɪpətekst
reformist	rɪˈfɔːmɪst
dislikes	dɪsˈlaɪks
karate	kəˈrɑːtɪ
sonar	ˈsəʊnɑː
knitting	ˈnɪtɪŋ
fortification	ˌfɔːtɪfɪˈkeɪʃ(ə)n
Networking	ˈnetwɜːkɪŋ
auf	aʊf
standby	ˈstænbaɪ
glimpse	ɡlɪmps
Pulse	pʌls
Tijuana	tɪˈwɑːnə
antiques	ænˈtiːks
sinful	ˈsɪnfəl
complexities	kəmˈpleksɪtɪz
Harald	ˈhɑːrəld
Synagogue	ˈsɪnəɡɒɡ
Capacity	kəˈpæsɪtɪ
Rockwell	ˈrɑːˌkwel
Admission	ədˈmɪʃ(ə)n
Victim	ˈvɪktɪm
CIVIL	ˈsɪv(ə)l
deterministic	dɪˌtɜːmɪˈnɪstɪk
cleavage	ˈkliːvɪdʒ
Sal	sæl
warped	wɔːpt
Prisoners	ˈprɪznəz
Rotary	ˈrəʊtərɪ
exempted	ɪɡˈzemptɪd
Serial	ˈsɪərɪəl
BOTH	bəʊθ
antagonists	ænˈtæɡənɪsts
disillusioned	ˌdɪsɪˈluːʒ(ə)nd
Blaine	bleɪn
helm	helm
sinners	ˈsɪnəz
Dynamo	ˈdaɪnəməʊ
LOVE	lʌv
Gilles	ʒiːl
shafts	ʃɑːfts
Centro	ˈsentrəʊ
Glendale	ˈɡlenˌdeɪl
Lottery	ˈlɒt(ə)rɪ
telephony	tɪˈlefənɪ
narcissistic	ˈnɑːsɪsɪstɪk
Monterrey	ˌmɒntəˈreɪ
urls	ɜːlz
quarterbacks	ˈkwɔːtəbæks
Concepts	ˈkɒnsepts
informants	ɪnˈfɔːmənts
prudence	ˈpruːd(ə)ns
Roddick	ˈrɑːˌdɪk
imho	ˈɪmhəʊ
presiding	prɪˈzaɪdɪŋ
Tamils	ˈtæmɪlz
Apostolic	ˌæpəˈstɒlɪk
standardised	ˈstændədaɪzd
dilute	daɪˈljuːt
Kearney	ˈkɜːnɪ
metaphorical	ˌmetəˈfɒrɪk(ə)l
Terrorist	ˈterərɪst
reckons	ˈrekənz
uncovering	ʌnˈkʌvərɪŋ
narrated	nəˈreɪtɪd
anachronistic	əˌnækrəˈnɪstɪk
Dukes	djuːks
Loans	ləʊnz
Contracts	kənˈtrækts
mania	ˈmeɪnɪə
Kirill	ˌkɪˈriːl
Ghosts	ɡəʊsts
responsiveness	rɪˈspɒnsɪvnɪs
Jays	dʒeɪz
Essay	eˈseɪ
Brewster	ˈbruːstə
Guardians	ˈɡɑːdɪənz
binds	baɪndz
beacon	ˈbiːk(ə)n
coaster	ˈkəʊstə
Bonus	ˈbəʊnəs
staples	ˈsteɪp(ə)lz
propagate	ˈprɒpəɡeɪt
Tha	θə
marina	məˈriːnə
Deputies	ˈdepjʊtɪz
creationist	krɪˈeɪʃnɪst
Fergie	ˈfɜːɡɪ
hardline	ˈhɑːdˌlaɪn
Lovers	ˈlʌvəz
bu	bət
